2.57377745293, 10, 20, 4, 0, 0
0.223936458737, 20, 10, 3, 1, 1
1.008348932, 20, 14, 5, 1, 0
1.16657984448, 14, 20, 4, 0, 0
10.5942654995, 10, 11, 6, 0, 0
4.18163506539, 11, 10, 5, 1, 0
5.41519889443, 14, 11, 6, 1, 1
7.5799331374, 11, 14, 6, 0, 0
2.11799533926, 14, 11, 6, 1, 1
6.72294908062, 11, 14, 6, 0, 1
2.9096790687, 14, 8, 7, 1, 1
17.8985482132, 8, 14, 7, 0, 0
7.51322186314, 14, 10, 7, 1, 1
24.1133149286, 10, 14, 8, 0, 0
0.864352957707, 21, 8, 7, 1, 1
17.0578404064, 8, 21, 8, 0, 1
25.747854235, 10, 5, 8, 1, 0
20.7053423031, 5, 10, 9, 0, 1
6.1563051761, 19, 16, 8, 1, 1
8.39621640735, 16, 19, 10, 0, 1
20.8210739615, 10, 21, 9, 0, 1
5.24903193513, 21, 10, 11, 1, 0
24.6181102362, 11, 11, 10, 0, 1
50.4990379953, 11, 11, 12, 0, 0
6.41722620977, 20, 10, 10, 1, 1
32.2920347413, 10, 20, 12, 0, 1
7.38871224165, 20, 16, 11, 1, 1
1.51246537396, 16, 20, 12, 0, 2
1.36406995231, 15, 10, 11, 1, 2
29.0880238036, 10, 15, 13, 0, 1
2.73684210526, 11, 10, 12, 1, 2
31.8432068207, 10, 11, 14, 0, 1
26.6912442396, 10, 10, 13, 0, 1
9.1, 10, 10, 14, 0, 2
2.23655913978, 12, 10, 13, 1, 2
5.05555555556, 10, 12, 14, 0, 2
1000.0, 10, 10, 13, 0, 3
1000.0, 10, 10, 14, 0, 3
1000.0, 10, 10, 13, 0, 3
9.51219512195, 10, 10, 15, 0, 2
1000.0, 8, 10, 13, 0, 3
39.6580316497, 10, 8, 16, 1, 1
4.875, 10, 7, 14, 1, 2
171.687854388, 7, 10, 17, 0, 0
0.0704717227, 23, 13, 3, 1, 1
1.09414567997, 13, 23, 3, 0, 1
0.836781609195, 16, 13, 3, 1, 2
0.546312229007, 13, 16, 3, 0, 1
0.0, 27, 10, 3, 1, 2
2.50850709345, 10, 27, 3, 0, 1
0.23908045977, 16, 9, 3, 1, 2
2.50850709345, 9, 16, 3, 0, 1
2.06589855276, 12, 10, 4, 1, 1
2.68965517241, 10, 12, 3, 0, 2
1.89492763805, 12, 10, 4, 1, 1
1000.0, 10, 12, 3, 0, 3
2.98766351879, 12, 8, 5, 1, 1
3.46666666667, 8, 12, 4, 0, 2
12.0540181571, 6, 11, 6, 0, 0
1.00148148148, 11, 6, 4, 1, 2
10.3381069803, 6, 17, 6, 0, 1
0.0, 17, 6, 4, 1, 2
4.875, 6, 12, 6, 0, 2
1.04838709677, 12, 6, 5, 1, 2
0.464285714286, 14, 4, 6, 1, 2
1000.0, 4, 14, 5, 0, 3
2.37804878049, 10, 2, 6, 1, 2
4.875, 2, 10, 6, 0, 2
10.2168072477, 10, 11, 7, 0, 1
2.42128603104, 11, 10, 7, 1, 2
0.565656565657, 13, 11, 7, 1, 2
10.7251433107, 11, 13, 8, 0, 1
1.13131313131, 12, 9, 7, 1, 2
6.11764705882, 9, 12, 8, 0, 2
0.0, 21, 9, 8, 1, 2
1000.0, 9, 21, 8, 0, 3
0.542084942085, 19, 9, 9, 1, 2
1000.0, 9, 19, 8, 0, 3
3.9, 10, 6, 9, 1, 2
1000.0, 6, 10, 8, 0, 3
6.68571428571, 9, 11, 9, 0, 2
0.0, 11, 9, 8, 1, 3
20.1907849039, 9, 11, 10, 0, 1
0.0, 11, 9, 8, 1, 3
24.6515397083, 9, 12, 10, 0, 1
2.34903474903, 12, 9, 9, 1, 2
4.33333333333, 10, 11, 10, 0, 2
3.20987654321, 11, 10, 10, 1, 2
23.8933681581, 10, 11, 11, 0, 1
2.20679012346, 11, 10, 10, 1, 2
5.00158982512, 10, 11, 11, 0, 2
15.6108692279, 11, 10, 11, 1, 1
2.58371030575, 10, 11, 4, 0, 0
1.54005424254, 11, 10, 3, 1, 1
5.88565805858, 10, 17, 5, 0, 0
1.36650165016, 17, 10, 4, 1, 1
7.34111607473, 10, 11, 5, 0, 1
4.675335389, 11, 10, 5, 1, 1
0.877719429857, 20, 16, 5, 1, 2
3.53480741476, 16, 20, 6, 0, 1
10.3489502333, 10, 20, 6, 0, 1
0.0, 20, 10, 6, 1, 2
6.15715149092, 16, 16, 7, 0, 0
4.875, 16, 16, 6, 0, 2
0.518991596639, 27, 20, 8, 1, 0
1.02607470049, 20, 27, 7, 0, 2
0.611479532669, 28, 10, 9, 1, 0
17.0744314844, 10, 28, 8, 0, 1
4.26242187823, 21, 14, 10, 1, 0
9.31595245102, 14, 21, 9, 0, 1
0.944290385332, 21, 17, 10, 1, 1
7.73886138614, 17, 21, 10, 0, 1
58.0607044896, 10, 10, 11, 0, 0
28.3659806596, 10, 10, 11, 0, 1
28.506804677, 10, 11, 11, 0, 1
3.56756756757, 11, 10, 11, 1, 2
7.72972972973, 10, 21, 11, 0, 2
0.0, 21, 10, 11, 1, 2
9.50317160981, 19, 11, 12, 1, 1
19.7753726266, 11, 19, 12, 0, 1
86.5009061254, 10, 8, 13, 1, 0
36.3018867925, 8, 10, 13, 0, 1
13.4930875576, 18, 14, 13, 1, 1
8.66666666667, 14, 18, 13, 0, 2
103.424344025, 10, 11, 14, 0, 0
3.9619047619, 11, 10, 13, 1, 2
121.57837433, 10, 12, 15, 0, 0
22.0410004215, 12, 10, 14, 1, 1
137.744887163, 10, 18, 16, 0, 0
29.2059689084, 18, 10, 15, 1, 0
158.690543716, 10, 12, 17, 0, 0
79.169313783, 12, 10, 16, 1, 0
60.0505440434, 17, 12, 18, 1, 0
20.9959117634, 12, 17, 16, 0, 1
7.00375825292, 17, 14, 18, 1, 1
2.23655913978, 14, 17, 16, 0, 2
0.0, 19, 8, 18, 1, 2
47.8221027764, 8, 19, 17, 0, 1
0.0, 17, 9, 19, 1, 2
49.7025101764, 9, 17, 18, 0, 1
51.7450632972, 10, 14, 20, 0, 1
103.250739958, 14, 10, 19, 1, 0
32.6273606837, 11, 6, 21, 1, 1
243.44251033, 6, 11, 20, 0, 0
60.9548982869, 10, 8, 22, 1, 1
56.6384032183, 8, 10, 20, 0, 1
4.76666666667, 13, 9, 22, 1, 2
52.5331119435, 9, 13, 21, 0, 1
11.9166666667, 9, 10, 22, 0, 2
51.2843733422, 10, 9, 21, 1, 1
5.95833333333, 11, 10, 22, 1, 2
7.57631822387, 10, 11, 21, 0, 2
1.40196078431, 21, 15, 22, 1, 2
39.3376213592, 15, 21, 22, 0, 1
0.0, 24, 16, 23, 1, 1
37.4506490247, 16, 24, 23, 0, 1
17.400050869, 14, 14, 24, 0, 1
3.48688046647, 14, 14, 23, 0, 2
14.4057623049, 19, 14, 25, 1, 1
3.12, 14, 19, 24, 0, 2
1.81615397265, 11, 10, 4, 1, 0
2.50455249903, 10, 11, 3, 0, 1
5.75146354279, 10, 12, 5, 0, 0
2.87244224422, 12, 10, 4, 1, 1
2.31252916519, 19, 11, 5, 1, 1
4.72721150982, 11, 19, 5, 0, 1
5.63387977828, 9, 13, 5, 0, 1
5.58065767466, 13, 9, 6, 1, 0
0.585146286572, 17, 10, 5, 1, 2
10.3179269175, 10, 17, 6, 0, 1
7.81940982007, 9, 10, 6, 0, 1
16.959526921, 10, 9, 7, 1, 0
10.3489502333, 10, 10, 6, 0, 1
24.5781006858, 10, 10, 8, 0, 0
4.75394126739, 17, 10, 7, 1, 1
17.0918472652, 10, 17, 8, 0, 1
17.1294117647, 10, 12, 8, 0, 1
7.38657729959, 12, 10, 8, 1, 1
3.45098039216, 11, 10, 8, 1, 2
34.2428538295, 10, 11, 9, 0, 0
3.13725490196, 11, 10, 8, 1, 2
44.4826347212, 10, 11, 10, 0, 0
6.11764705882, 10, 17, 8, 0, 2
2.90281859195, 17, 10, 10, 1, 1
11.491574249, 13, 10, 9, 1, 1
21.2018450303, 10, 13, 11, 0, 1
24.6181102362, 10, 11, 10, 0, 1
16.5671294801, 11, 10, 12, 1, 1
2.00617283951, 16, 10, 10, 1, 2
8.21052631579, 10, 16, 12, 0, 2
7.37557009897, 16, 18, 11, 0, 1
0.0, 18, 16, 12, 1, 3
7.72972972973, 10, 18, 11, 0, 2
1.31313131313, 18, 10, 13, 1, 2
1000.0, 15, 19, 11, 0, 3
0.0, 19, 15, 13, 1, 3
0.0, 13, 12, 11, 1, 3
1000.0, 12, 13, 13, 0, 3
8.21052631579, 10, 19, 12, 0, 2
1.17419354839, 19, 10, 14, 1, 2
1000.0, 10, 16, 12, 0, 3
2.93548387097, 16, 10, 14, 1, 2
3.0752688172, 11, 10, 13, 1, 2
9.1, 10, 11, 14, 0, 2
4.47311827957, 13, 10, 13, 1, 2
34.4134997164, 10, 13, 15, 0, 1
24.1305236271, 13, 15, 14, 0, 1
16.117737327, 15, 13, 15, 1, 1
119.505050082, 10, 5, 15, 1, 0
48.7055900621, 5, 10, 16, 0, 1
154.3820022, 7, 5, 16, 1, 0
47.3859804791, 5, 7, 16, 0, 1
179.353374929, 5, 6, 17, 0, 0
7.78231292517, 6, 5, 16, 1, 2
40.9656699889, 10, 10, 17, 0, 1
40.8150609081, 10, 10, 17, 0, 1
48.7531673576, 7, 6, 17, 1, 1
8.3023255814, 6, 7, 17, 0, 2
12.7421226831, 13, 5, 18, 1, 1
10.2790697674, 5, 13, 17, 0, 2
212.026254225, 10, 4, 19, 1, 0
1000.0, 4, 10, 17, 0, 3
50.6963588572, 10, 3, 19, 1, 1
1000.0, 3, 10, 17, 0, 3
6.20483091787, 10, 5, 19, 1, 2
1000.0, 5, 10, 17, 0, 3
2.86376811594, 13, 4, 19, 1, 2
10.6363636364, 4, 13, 18, 0, 2
0.0, 13, 9, 19, 1, 3
7.2520661157, 9, 13, 18, 0, 2
2.86708875403, 7, 20, 4, 0, 0
0.186613715614, 20, 7, 3, 1, 1
2.59552984231, 15, 13, 5, 1, 0
2.68965517241, 13, 15, 3, 0, 2
3.00318384875, 15, 13, 5, 1, 1
1000.0, 13, 15, 3, 0, 3
3.60071655251, 11, 13, 5, 0, 1
1.28115942029, 13, 11, 4, 1, 2
10.8495379024, 10, 13, 6, 0, 0
0.462222222222, 13, 10, 4, 1, 2
5.22391584294, 18, 16, 7, 1, 0
0.962260457999, 16, 18, 5, 0, 1
26.6281268432, 9, 13, 8, 0, 0
1.96916323434, 13, 9, 6, 1, 1
10.6834112356, 12, 19, 8, 0, 1
0.932994918769, 19, 12, 7, 1, 1
9.09176470588, 12, 17, 8, 0, 1
1.69014904313, 17, 12, 8, 1, 1
7.31350539717, 14, 15, 8, 0, 1
14.1153128905, 15, 14, 9, 1, 0
2.41486068111, 11, 9, 8, 1, 2
17.9750346741, 9, 11, 9, 0, 1
0.180694980695, 20, 9, 9, 1, 2
6.68571428571, 9, 20, 9, 0, 2
3.4332046332, 11, 17, 9, 0, 2
0.175939849624, 17, 11, 9, 1, 2
17.0213012271, 11, 17, 10, 0, 1
4.0919250031, 17, 11, 10, 1, 1
7.22222222222, 11, 12, 10, 0, 2
35.6746230051, 12, 11, 11, 1, 0
4.03594771242, 10, 6, 10, 1, 2
80.7456718588, 6, 10, 12, 0, 0
25.736363979, 8, 14, 11, 0, 1
6.00090971784, 14, 8, 12, 1, 1
4.28090014701, 15, 14, 11, 1, 1
6.8228678538, 14, 15, 13, 0, 1
4.91891891892, 9, 5, 11, 1, 2
8.66666666667, 5, 9, 13, 0, 2
0.0, 20, 8, 11, 1, 2
9.1, 8, 20, 14, 0, 2
20.0251346499, 11, 8, 12, 1, 1
5.87096774194, 8, 11, 14, 0, 2
8.21052631579, 7, 9, 12, 0, 2
0.0, 9, 7, 14, 1, 3
22.7829614604, 11, 9, 13, 1, 1
5.90412111018, 9, 11, 15, 0, 2
31.7073170732, 10, 9, 13, 1, 1
41.387755102, 9, 10, 16, 0, 1
21.832581348, 12, 11, 14, 1, 1
31.8142995367, 11, 12, 17, 0, 1
6.74074074074, 8, 5, 14, 1, 2
10.2790697674, 5, 8, 17, 0, 2
41.1749505603, 9, 7, 15, 1, 1
1000.0, 7, 9, 17, 0, 3
155.579255043, 9, 12, 16, 0, 0
2.97818181818, 12, 9, 18, 1, 2
89.7575956399, 14, 15, 17, 0, 0
22.1378241619, 15, 14, 19, 1, 1
46.3344767521, 10, 10, 17, 0, 1
7.77592592593, 10, 10, 19, 0, 2
96.9458767679, 15, 10, 18, 1, 0
57.9235783178, 10, 15, 20, 0, 1
51.0416118334, 10, 15, 18, 0, 1
12.0995919153, 15, 10, 20, 1, 1
7.2520661157, 10, 15, 18, 0, 2
13.1706777072, 15, 10, 21, 1, 1
1000.0, 10, 15, 18, 0, 3
142.091658355, 15, 10, 22, 1, 0
10.9777777778, 10, 20, 19, 0, 2
90.9011238546, 20, 10, 23, 1, 0
1.72777223585, 10, 23, 3, 0, 1
0.110012031255, 23, 10, 4, 1, 0
3.27694253197, 10, 19, 4, 0, 1
1.21174126062, 19, 10, 5, 1, 0
1.26060606061, 11, 10, 4, 1, 2
7.32073732719, 10, 11, 5, 0, 1
0.0, 17, 11, 4, 1, 2
7.54176172383, 11, 17, 6, 0, 0
3.46666666667, 9, 19, 4, 0, 2
3.53100115504, 19, 9, 7, 1, 0
3.46666666667, 11, 17, 4, 0, 2
1.436357262, 17, 11, 7, 1, 1
3.46666666667, 10, 17, 4, 0, 2
7.41078213457, 17, 10, 8, 1, 0
2.76690310061, 17, 13, 5, 1, 1
18.2278465407, 13, 17, 9, 0, 0
0.698924731183, 17, 10, 5, 1, 2
16.4413321035, 10, 17, 9, 0, 1
1000.0, 9, 10, 5, 0, 3
19.6011315417, 10, 9, 10, 1, 1
4.875, 7, 10, 6, 0, 2
22.9837176626, 10, 7, 11, 1, 1
4.875, 14, 14, 6, 0, 2
13.2480142528, 14, 14, 12, 0, 1
5.51515151515, 14, 14, 7, 0, 2
40.0796645702, 14, 14, 13, 0, 0
1.98410174881, 15, 14, 8, 1, 2
46.7794487709, 14, 15, 14, 0, 0
0.0, 15, 14, 8, 1, 3
53.1725551641, 14, 15, 15, 0, 0
1.91020408163, 15, 9, 9, 1, 2
44.2928968763, 9, 15, 15, 0, 1
20.0088666354, 10, 6, 10, 1, 1
48.2857142857, 6, 10, 16, 0, 1
1.53198653199, 14, 5, 10, 1, 2
52.2633591731, 5, 14, 17, 0, 1
9.48449471024, 14, 13, 11, 1, 1
23.459121447, 13, 14, 17, 0, 1
32.1626334777, 15, 14, 12, 1, 0
22.6687532054, 14, 15, 18, 0, 1
37.3444250871, 15, 14, 13, 1, 0
95.4900021569, 14, 15, 19, 0, 0
44.1530040174, 15, 10, 14, 1, 0
208.147904894, 10, 15, 20, 0, 0
7.99807435519, 14, 8, 14, 1, 1
251.38510513, 8, 14, 21, 0, 0
0.0, 22, 10, 14, 1, 2
253.812432074, 10, 22, 22, 0, 0
0.7, 14, 6, 14, 1, 2
71.7251968504, 6, 14, 22, 0, 1
1.456, 16, 8, 14, 1, 2
62.2377369495, 8, 16, 22, 0, 1
0.820833299604, 22, 6, 15, 1, 1
71.7251968504, 6, 22, 22, 0, 1
16.4243774043, 14, 17, 16, 0, 1
9.48745990085, 17, 14, 22, 1, 1
9.90476190476, 6, 11, 16, 0, 2
4.41358024691, 11, 6, 22, 1, 2
6.85271317829, 10, 11, 17, 0, 2
4.69387755102, 11, 10, 23, 1, 2
0.0, 16, 12, 17, 1, 3
3.4944, 12, 16, 24, 0, 2
5.85, 10, 14, 18, 0, 2
25.6245024828, 14, 10, 25, 1, 1
9.46553287982, 16, 17, 19, 0, 1
12.3678646934, 17, 16, 26, 1, 1
2.88208541418, 7, 7, 4, 0, 0
2.50455249903, 7, 7, 3, 0, 1
4.70170015456, 7, 11, 4, 0, 1
1.20760028149, 11, 7, 3, 1, 2
3.46666666667, 11, 11, 4, 0, 2
1.06465517241, 11, 11, 3, 0, 2
3.46666666667, 7, 18, 4, 0, 2
0.0, 18, 7, 3, 1, 3
3.46666666667, 7, 11, 4, 0, 2
0.0, 11, 7, 3, 1, 3
6.20813198709, 10, 12, 5, 0, 1
1.15555555556, 12, 10, 4, 1, 2
4.19048909129, 11, 19, 5, 0, 1
0.0, 19, 11, 4, 1, 3
4.1935483871, 9, 10, 5, 0, 2
0.0, 10, 9, 4, 1, 3
8.41378067746, 10, 10, 6, 0, 1
1000.0, 10, 10, 4, 0, 3
3.21036585366, 10, 10, 6, 0, 2
1000.0, 10, 10, 4, 0, 3
1000.0, 10, 16, 6, 0, 3
0.0, 16, 10, 4, 1, 3
1000.0, 10, 10, 6, 0, 3
1000.0, 10, 10, 4, 0, 3
0.0, 13, 9, 6, 1, 3
2.65932336743, 9, 13, 5, 0, 2
